序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
919,,273611860368,1333354400,"有币一千多个",5,男,"1小时44分钟",2025-08-22 18:45:07,0,0,"    




",广东,否,https://i2.hdslb.com/bfs/face/bd1f2d81ce99e02595b76f9834d1b714574e969f.jpg
920,,273611923760,11354109,"武冬青",6,保密,"没什么新意啊",2025-08-22 18:44:51,0,0,"摄影师；分享数码、摄影、艺术等内容；感谢关注；vx：wudongqing532",江苏,否,https://i0.hdslb.com/bfs/face/ccb2c0588771a0d5882c18026cc1a172bf77b860.jpg
921,,273611586208,485163412,"我去前面_探探路",5,保密,"早上刷你的评测没刷到 下午四点多没忍住下单了[doge_金箍]",2025-08-22 18:42:49,0,0,"",广东,是,https://i1.hdslb.com/bfs/face/d7dd563d97d83814c2571a6cae284d0a02f1c681.jpg
922,,273611409136,643417311,"不错的选择6",5,保密,"我来[doge_金箍]",2025-08-22 18:41:56,0,0,"",福建,否,https://i0.hdslb.com/bfs/face/cf9218ee3d5478a7f2e69b8725f2e3106a745673.jpg
923,,272309283553,8949290,"0冰麒麟0",6,保密,"我觉得这种相机拍摄质量并不是主要提升的方向，续航，散热好一点，能拍1080p60帧就够了",2025-08-22 18:39:48,0,1,"",西班牙,是,https://i2.hdslb.com/bfs/face/3d2486de6db851413f28458a8152db77d2ba10b9.jpg
924,,273611280272,1161260829,"hrkui",4,女,"李四维凭借一己之力成功改变了影石一款相机的命运[doge][doge]",2025-08-22 18:39:29,0,1,"",江苏,否,https://i0.hdslb.com/bfs/face/585f692b17cfbb0d9fe4f1f8461632eee2fe2362.jpg
925,,273611142640,3546774390180124,"APS胶卷系统",4,男,"呃呃呃",2025-08-22 18:39:27,0,0,"是一种已经停产的胶卷啦～",福建,否,https://i1.hdslb.com/bfs/face/8db296e1ca44a7171a049b101e9a527b37c2d8e2.jpg
926,,272309106561,10783051,"绝尘O_o",6,男,"Go Plus，Go Max[doge_金箍]",2025-08-22 18:39:24,0,0,"英雄不问出身，流氓不看岁数",山东,否,https://i1.hdslb.com/bfs/face/da48a09dc34a9c072b7e88d189468b117c95bdb9.jpg
927,,273611128016,2049213114,"L-H-KUN",5,男,"更新速度最快的一次[doge]",2025-08-22 18:39:07,0,6,"
",浙江,是,https://i0.hdslb.com/bfs/face/90844f2cab67c966047d2685f10507f8c195a5df.png
928,,273610997600,3537123890170119,"荒诞朔",4,男,"好！我以后入职影视飓风时就说我被tim仰望过[吃瓜]",2025-08-22 18:38:15,0,1,"重新是对游戏的回档，也是生命的重生",河南,否,https://i0.hdslb.com/bfs/face/5ea93834b33f21ec22fd062ff5c1cde968cd58d3.jpg
929,,272308925249,386988787,"走走走去码头整点薯条",5,保密,"GO系列之父——李四维[doge]",2025-08-22 18:37:22,0,1,"别想、别怕、别后退
去疯、去爱、去浪费",上海,是,https://i1.hdslb.com/bfs/face/37eb1a3d9910118f1fd448d8e72fbb70db1c933b.jpg
930,,273610892592,3546560983992401,"过客爱上猫",4,保密,"影石最牛的一点真的是听劝，我是n年前的go2用户，最开始关注到这个相机真就觉得太方便记录了，果断选择go2作为我第一个相机，家里的小孩啊猫啊都用这个相机拍过他们很多视频，温馨的回忆。
但我后来转手的原因就是我觉得相机还是需要监视屏，不然我这种新手有时候不知道拍到啥，之后看到go3有监视屏我真的很兴奋！！很心动！奈何当时资金不足，又听说go和go3s还是内置存储不方便，这次看go4居然精准地升级了这一点！！钱包不保啊……",2025-08-22 18:37:21,6,135,"",山东,否,https://i2.hdslb.com/bfs/face/af5b7ccb0926dbd5d15e64a980bac71d1cbebdb0.jpg
931,273610892592,273611558352,3493279752522205,"小飞俠来啰",4,保密,"很难不赞同",2025-08-22 18:42:11,0,3,"",江苏,否,https://i1.hdslb.com/bfs/face/ae6c4155a4bb5508f5f22a6924f902cc788e8915.jpg
932,273610892592,273611758416,3461581904021520,"星辰胖胖海",5,男,"我的go3是现在买了换",2025-08-22 18:44:43,0,0,"",陕西,否,https://i0.hdslb.com/bfs/face/c67dfd3c7f452195064a63a11748ec01782426e5.jpg
933,273610892592,273615631120,56412203,"云淡啊风轻",6,保密,"我想要ultra不带拓展仓……",2025-08-22 19:14:24,0,0,"",广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
934,273610892592,272412646913,8071076,"自家阳台上种的高坚果",6,男,"听劝影石确实做得好，上一代的闪传伴侣有人说能做进机器里就好了，这一代就能装tf卡",2025-08-23 16:04:59,0,0,"",江苏,否,http://i2.hdslb.com/bfs/face/8cf09a213870166be17a6733bd9750d2684a1527.jpg
935,273611758416,273915887168,484092112,"骁洋Morning",5,保密,"回复 @DJwang001 : 你用GO3换了GO ULTRA？GO3置换多少MONEY？",2025-08-25 08:47:36,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
936,273610892592,273916116192,484092112,"骁洋Morning",5,保密,"希望影石在同一系列的产品上，考虑配件通用的问题，X4电池不用用在X5上，GO3的也不用用在GO ULTRA上，挺无奈的。",2025-08-25 08:50:37,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
937,,273610846080,668781847,"Comrade-F",5,男,"刚买的go3s[笑哭]",2025-08-22 18:36:46,0,0,"世界上只有一种英雄主义，就是在认清生活的真相后仍面对生活",河南,是,https://i1.hdslb.com/bfs/face/b2cf58112463de7d6f7ad42d23fb3f1aae9cbeff.jpg
938,,273610736080,506049942,"满弓镇魂",4,保密,"有没有大佬用它打个水漂？这形状太适合打水漂了，感觉慢动作拍出来会挺好看",2025-08-22 18:35:53,2,3,"",河北,是,https://i0.hdslb.com/bfs/face/e2baf4319aabacc6b1c130a7079e6046f95c8c1c.jpg
939,273610736080,272318596321,1812739496,"今天慢点骑",5,保密,"沉底了捡不回来怎么办[笑哭]",2025-08-22 19:57:16,0,0,"!该账号封禁中",广东,否,https://i2.hdslb.com/bfs/face/016cc0b7406cec567d27105106f89b7a44f3a0be.jpg
940,273610736080,272412748161,8071076,"自家阳台上种的高坚果",6,男,"有up绑在拖鞋上打水漂拍荷叶的",2025-08-23 16:07:33,0,0,"",江苏,否,http://i2.hdslb.com/bfs/face/8cf09a213870166be17a6733bd9750d2684a1527.jpg
941,,272308759233,84107994,"喻墨染",6,女,"[星星眼][星星眼][星星眼]",2025-08-22 18:35:20,0,0,"",江苏,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
942,,272308387233,1627121265,"弹吉他的青枫",5,男,"这应该是上岛那几位小姐姐主管的那几条片子吧，包括前面几个？",2025-08-22 18:33:32,0,1,"这里是一枚想做音乐的青枫
感谢您的关注。
期待给您带来更好的作品",天津,是,https://i0.hdslb.com/bfs/face/f03b6a1a5a2061420881728f5968e183d5b16341.jpg
943,,273610174336,491787446,"张咋の奇妙外号",6,男,"Tim对不起ｍ（．＿．）ｍ，我对你犯错了[大哭]",2025-08-22 18:31:42,0,1,"咖啡 音乐 赛车 WOTA艺 摄影 不爱整活爱生活",湖南,是,https://i2.hdslb.com/bfs/face/818267998056469795be0e15eef3780752fa3afa.jpg
944,,272308141041,643508493,"米瑞嗑药嗑嗨了",5,女,"@爱玩机的发烧友",2025-08-22 18:31:25,1,0,"哪里怪怪的......",河南,是,https://i0.hdslb.com/bfs/face/bc0bd2b253c6c682201ea7958eb06ef7d1f3b48a.jpg
945,272308141041,272339924785,1294069468,"爱玩机的发烧友",5,男,"外形怪怪的",2025-08-22 22:54:48,0,1,"无限可能，折腾无限！",天津,否,https://i1.hdslb.com/bfs/face/36f8a5f86efd37ccca5233eb52902b1110da02fa.jpg
946,,272308063745,17101975,"琴和酷酷乱拍",6,保密,"为啥传感器大了一丢丢，画质还是比不过？刀法吗[doge]",2025-08-22 18:30:07,0,2,"啊？我不造啊，我是乱拍的",北京,是,https://i1.hdslb.com/bfs/face/d32929eb3d8c416dea117fcd1004c161ffac9734.jpg
947,,273609933184,16584111,"松宜宝宝",6,男,"TIM，什么时候成了腾讯的大股东了，这么重要的事也不说一下[吃瓜]",2025-08-22 18:29:47,9,133,"",安徽,否,https://i0.hdslb.com/bfs/face/f76ac7d71d799c5399b7a70b4c69a3b284130cc3.jpg
948,273609933184,273695746528,474682817,"我吼吼吼明明",3,保密,"最右边那个？",2025-08-23 12:28:37,0,3,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
949,273697700304,272396216977,11750193,"风尘契阔行路且歌",6,保密,"回复 @紫洛钰 :那叫右1",2025-08-23 13:14:00,0,3,"人到万难须放胆，事当两可要平心",上海,是,https://i0.hdslb.com/bfs/face/d4e384a95ff8ae6cce211df1d455b3d4473f895b.jpg
950,272396216977,273705862496,326176124,"四季豆真好吃77",6,保密,"回复 @风尘契阔行路且歌 :好吧，我删了，其实发出来就察觉到不对劲，但还是发出来了[doge_金箍]",2025-08-23 13:58:18,0,2,"
请不要关注我 ",广东,否,https://i2.hdslb.com/bfs/face/c8987a392581e2a073882c64d94da00cbfbca26e.jpg
951,273609933184,272427104865,470868583,"反正我是废物",6,保密,"我早就知道了",2025-08-23 18:27:37,0,0,"",辽宁,否,https://i1.hdslb.com/bfs/face/40b595bf2c1180237c1848e6c213c9d7d8247b49.jpg
952,273609933184,272510539057,687499653,"加仑加仑加仑加仑加仑",4,保密,"牛耶",2025-08-24 12:29:31,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
953,272427104865,273270592929,492533759,"爱因斯坦比我帅",6,男,"回复 @反正我是废物 :这是tim吗",2025-08-30 20:36:37,0,0,"墨水屏阅读器  平板电脑分享",上海,否,https://i2.hdslb.com/bfs/face/f3a3aeb247094be42437318011d9f9edc22ff19e.jpg
954,273270592929,274610233824,470868583,"反正我是废物",6,保密,"回复 @爱因斯坦比我帅 :肯定不是啊",2025-08-30 21:00:58,0,0,"",辽宁,否,https://i1.hdslb.com/bfs/face/40b595bf2c1180237c1848e6c213c9d7d8247b49.jpg
955,273609933184,276868872000,3546790678759742,"最爱老坛酸菜鱼面",3,保密,"说点大家不知道的",2025-09-23 04:42:10,0,2,"",江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
956,273609933184,275894895809,324874075,"长腿鸽鸽",5,男,"那个是不是tim的爸爸[doge_金箍]",2025-09-28 09:11:28,0,0,"",北京,否,https://i1.hdslb.com/bfs/face/8d2c28a30a27bf2a8bc2d4954324165788fc7852.jpg
957,,272307823537,317342663,"网友净出馊主意",5,男,"产品名称这个事，产品经理起名的时候难道不知道吗？",2025-08-22 18:28:08,0,0,"youshizhishi",广东,否,https://i2.hdslb.com/bfs/face/5a9065c76977f9e0742db6ac045a503579cf18db.jpg
958,,273609672512,22141535,"幸存的傻瓜",6,保密,"go4即构思嘛，不难听",2025-08-22 18:27:48,0,0,"",河南,是,https://i2.hdslb.com/bfs/face/658122788b44afda533437fcb51cb0ad8e0ef915.jpg
959,,272307549777,1978941884,"飛天-大豬",6,男,"问一下，想拍骑行第一视角的视频，是买ace pro 2还是这个新的go ultra？[星星眼]",2025-08-22 18:25:12,10,5,"ⓘ该账号过于优秀",上海,是,https://i2.hdslb.com/bfs/face/a4edd9e81edbe907a573a48a1db8f3591e940751.webp
960,272307549777,273621866272,2514747,"豆花猫",6,保密,"看你头能不能撑得住ace了",2025-08-22 20:05:45,0,0,"一颗萝北",河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
961,273621866272,272320165713,1978941884,"飛天-大豬",6,男,"回复 @豆花猫 : 不是放头盔上，是放车把上，你觉得哪个好点？",2025-08-22 20:09:54,0,0,"ⓘ该账号过于优秀",上海,是,https://i2.hdslb.com/bfs/face/a4edd9e81edbe907a573a48a1db8f3591e940751.webp
962,272320165713,272322205601,394816695,"-萤火虫之夏-",6,女,"回复 @飛天-大豬 : acepro2，用转接件固定在车把上可以的，前提是你得买可靠点的转接件确保相机不会掉下来",2025-08-22 20:27:45,0,1,"你所见即我，好与坏我不反驳｜2.5次元人类 交流群:1124728424",河南,否,https://i0.hdslb.com/bfs/face/ff622ca285c64eb5f89734981046c8f5b3dd5dee.jpg
963,272320165713,273625320000,2514747,"豆花猫",6,保密,"回复 @飛天-大豬 : 那必然acepro2",2025-08-22 20:34:11,0,0,"一颗萝北",河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
964,272320165713,273629483104,2654345,"路子撒",6,保密,"回复 @飛天-大豬 :夹车把上买X5吧。[OK]",2025-08-22 21:08:03,0,0,"我们都是小怪兽，总有一天会被正义的奥特曼杀死！",内蒙古,是,http://i2.hdslb.com/bfs/face/0553efb411b7a6bc1ab150cdc809f4457610211c.jpg
965,272320165713,273630601168,34616029,"新津胎神",6,男,"回复 @飛天-大豬 : 那肯定acepro了，防抖续航这些比这个gou好多了，而且配件多",2025-08-22 21:17:15,0,0,"",福建,是,https://i1.hdslb.com/bfs/face/4bc07670a8122b693dee04d3777e8a0cbfd77f80.jpg
966,272320165713,272394545809,44682,"暗淡蓝点Dot",5,保密,"回复 @飛天-大豬 : 车把上推荐acepro2，翻转屏刚好可以用来监看画面构图会不会太高/太低",2025-08-23 12:59:07,0,0,"",福建,是,https://i0.hdslb.com/bfs/face/5d2c92beb774a4bb30762538bb102d23670ae9c0.gif
967,272307549777,274241420481,22331156,"天角涯边",6,男,"骑行为什么不入A5P?",2025-09-10 13:15:28,0,1,"",浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
968,274241420481,274261726129,1978941884,"飛天-大豬",6,男,"回复 @天角涯边 : insta360软件上接码表strava更方便一点，硬件上画质ace pro 2也比action 5 pro好一点，尤其是夜间的化妆。但是现在应该等action 6和ace pro 3，马上出新机了",2025-09-10 17:05:35,0,0,"ⓘ该账号过于优秀",上海,是,https://i2.hdslb.com/bfs/face/a4edd9e81edbe907a573a48a1db8f3591e940751.webp
969,274241420481,280159891712,489091325,"猫猫好无敌",5,保密,"回复 @天角涯边 :因为不如acepro2啊[笑哭]",2025-10-24 00:23:08,0,0,"ᥬ[保卫萝卜_哇]ᩤ",江苏,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
970,,273609403008,2143446,"Pneumatic__Tokyo",6,保密,"这期的音轨好像有点问题，老是吞字",2025-08-22 18:25:10,0,1,"随便骑骑",上海,是,https://i0.hdslb.com/bfs/face/46c9fc2c95f99657059c6e00c19a55baacac415f.jpg
971,,273609301152,3537107555453625,"智慧のpeople",5,男,"半个月之前刚买的go3[热]",2025-08-22 18:24:38,0,0,"主做BA和化圈",江西,否,https://i0.hdslb.com/bfs/face/16540763196f695113ca4b309b7a633f1c4e6d00.jpg
972,,272307350241,535142550,"泰勒展不开proplus",6,保密,"魅族的“智窗”表示很有道理[doge]",2025-08-22 18:24:12,0,0,"文字",湖北,否,https://i0.hdslb.com/bfs/face/a6669a39358dc93626a66bac600762d69392bbe9.jpg
973,,273609175936,335238937,"十三13__",6,男,"就等你的视频呢",2025-08-22 18:23:32,0,0,"这个人很神秘，什么都没有写",安徽,是,https://i1.hdslb.com/bfs/face/a883ca1de8182249d9b610f4dd638c2df6841bb8.jpg
974,,273609063648,5650949,"Daft-Bro",6,男,"叫GO OUT也挺好听，然后传输数据速度就是OUT慢？[doge][doge][doge]",2025-08-22 18:22:38,0,0,"画质越来越清晰，记忆越来越模糊",北京,是,https://i2.hdslb.com/bfs/face/8d362e003944b9e90171539a71e6947f0623622e.jpg
975,,273608967520,3537122176797008,"玩摄影的程序猿",5,男,"青涩Tim[脱单doge][脱单doge]",2025-08-22 18:21:38,0,1,"天気がいいから，自殺しましょう 旗下账号：@灵曦工作室 公的，i人 喜欢一加和小米,3D打印爱好者，爱看《流浪地球》《罗小黑战记》",山东,是,https://i2.hdslb.com/bfs/face/28d66edd7ccf8de61762c3ccf7ae2c51c30ef1d5.jpg
976,,273608932512,6715610,"半0v0",6,保密,"我比较好奇的是这类相机的群体到底是谁呢[微笑]",2025-08-22 18:21:29,47,31,"",浙江,是,https://i2.hdslb.com/bfs/face/1ac8dfcaa14a2db289dc86193a9a2f87c868d56d.jpg
977,273608932512,273614063904,404538814,"小彩蛙ColoredFr0G",6,男,"轻很多啊 经常要挂身上挂头上拍第一人称的能减轻很大负担",2025-08-22 19:02:53,0,17,"你们好",广东,否,https://i1.hdslb.com/bfs/face/daf6f20a5253cc7119d3282384d70128fadabcf0.jpg
978,273614063904,273621174544,6715610,"半0v0",6,保密,"回复 @小彩蛙ColoredFr0G :所以你是什么人群，旅游还是送外卖？还是其他什么的",2025-08-22 20:00:33,0,3,"",浙江,是,https://i2.hdslb.com/bfs/face/1ac8dfcaa14a2db289dc86193a9a2f87c868d56d.jpg
979,273621174544,273622116688,404538814,"小彩蛙ColoredFr0G",6,男,"回复 @半0v0 :骑摩托 玩赛车游戏 喜欢把运动相机挂头上和头盔上录一下第一人称之类的 一直用的action3 刚出的时候就买了 一直都觉得挂头上久了不太舒服 脖子压力好大 拍的好看的角度又有点挡自己眼睛视野 想着要换这种小相机了 带着去拍的欲望也能更强一点[tv_点赞]",2025-08-22 20:08:00,0,21,"你们好",广东,否,https://i1.hdslb.com/bfs/face/daf6f20a5253cc7119d3282384d70128fadabcf0.jpg
980,273608932512,272320288593,43162253,"Beaky-93",6,保密,"@龙腾虎跃龙兽医  有这个就可以拍耦合器版龙兽医日常了[吃瓜]",2025-08-22 20:11:59,0,1,"",四川,否,https://i2.hdslb.com/bfs/face/337351c343b05f0ee735e0918f88862dc645feea.jpg
981,273621174544,273624012128,409602047,"我a不出来啊qaq",5,保密,"回复 @半0v0 :登山和户外运动时候很方便啊，而且其他时候拿着也轻很多",2025-08-22 20:22:42,0,2,"",广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
982,273621174544,272322844849,3493295934146582,"大瓶蜂蜜",4,保密,"回复 @半0v0 :我骑行/羽毛球/乒乓这个都挺有用",2025-08-22 20:32:56,0,1,"",四川,否,https://i2.hdslb.com/bfs/face/219073a3c5d3e6136a46bb19658fab232e021337.jpg
983,273608932512,272324086865,7069873,"嘿嘿jsj",6,保密,"户外神器，和你闹呢",2025-08-22 20:42:46,0,5,"",湖南,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
984,273608932512,273629641616,674992015,"Friek",5,保密,"这受众比运动相机还大，平常当个随身拍，需要的时候也能当运动相机",2025-08-22 21:09:20,0,12,"本人膈应电子垃圾",北京,是,https://i1.hdslb.com/bfs/face/07693b553145e490867889b6d158e9e68f8b0e9d.jpg
985,273608932512,272328904865,41959430,"不再说放弃",6,保密,"马拉松",2025-08-22 21:23:25,0,4,"努力学习！",陕西,否,https://i2.hdslb.com/bfs/face/03254daad90207e4d82cacc18ea510837d768608.jpg
986,273608932512,272329277025,1400935075,"16的林小磊",5,女,"有美好生活的人[doge]",2025-08-22 21:28:28,0,2,"？",四川,否,https://i1.hdslb.com/bfs/face/bb22cd7c7679f65f8087cd6482671df328deb846.jpg
987,273608932512,272329759745,212010366,"温格堡的叶妮芙",6,男,"记录一下，哪天老了回忆一下",2025-08-22 21:32:38,0,3,"",广东,是,http://i0.hdslb.com/bfs/face/c114e71576b2d592b7da1513bcd70e8c2e2cc7e5.jpg
988,273608932512,273634794448,504617724,"咸鱼阿狮",6,男,"我是社恐，足够小巧目前我觉得go3也很够我用",2025-08-22 21:51:26,0,2,"乐观的悲观主义者，完美主义的囚徒，被禁股在不能给自己也不能给他人带来快乐的模式中(永远爱你Khalil Fong)",江苏,否,https://i0.hdslb.com/bfs/face/3dae3dc83a81dd60de835cfab797d383a312fb01.jpg
989,273621174544,272335034209,691153794,"雨夹雪yux",5,女,"回复 @半0v0 :有点杠精了。",2025-08-22 22:15:13,0,4,"雨雨雨鱼鱼鱼yuyuyu",江苏,否,https://i0.hdslb.com/bfs/face/2af3972dd84ebba2ceacb68e5a383149ecbba3c5.jpg
990,273608932512,273638374032,18386624,"爱吃火锅的冬兵门诊",6,男,"你会选择什么相机呢？",2025-08-22 22:19:22,0,1,"动态设计师，动态导演",中国香港,是,https://i2.hdslb.com/bfs/face/bd37645b3e21b1500fa2d445257ff11021f50238.jpg
991,273608932512,272337969649,287110356,"多撸纳",5,保密,"你去政府办事的时候戴上，效果很好",2025-08-22 22:39:33,0,5,"吞评论太厉害了，那天给注销了",云南,否,https://i0.hdslb.com/bfs/face/a21c957702ca7acb817e82360a5415ebb1620b6a.jpg
